STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,s_adj,Seasonal adjustment,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2017-Q2,,20922.4,,,,,
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2017-Q3,,21085.0,,,,,
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2017-Q4,,21261.2,,,,,
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2018-Q1,,21500.8,,,,,
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2018-Q2,,21524.0,,,,,
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2018-Q3,,21571.5,,,,,
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2018-Q4,,21648.8,,,,,
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2019-Q1,,22150.7,,,,,
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2019-Q2,,22236.7,,,,,
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2019-Q3,,22124.1,,,,,
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2019-Q4,,22277.8,,,,,
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2020-Q1,,21653.7,,,,,
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2020-Q2,,19512.7,,,,,
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2020-Q3,,20345.2,,,,,
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2020-Q4,,19519.0,,,,,
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2021-Q1,,20008.9,,,,,
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2021-Q2,,21262.6,,,,,
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2021-Q3,,21393.1,,,,,
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2021-Q4,,21280.0,,,,,
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2022-Q1,,21394.8,,,,,
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2022-Q2,,21359.8,,,,,
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2022-Q3,,20996.2,,,,,
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2022-Q4,,20742.4,,,,,
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2023-Q1,,20626.0,,,,,
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2023-Q2,,20823.6,,,,,
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2023-Q3,,20695.9,,,,,
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2023-Q4,,20866.1,,,,,
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2024-Q1,,21184.9,,,,,
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2024-Q2,,21197.1,,,,,
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2024-Q3,,21403.3,,,,,
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2024-Q4,,21510.8,,,,,
dataflow,ESTAT:NAMQ_10_FCS(1.0),Household final consumption expenditure by durability,Q,Quarterly,CLV10_MEUR,"Chain linked volumes (2010), million euro",SCA,Seasonally and calendar adjusted data,P312N_S14,"Final consumption expenditure of households, semi-durable goods, non-durable goods and services",CZ,Czechia,2025-Q1,,21736.6,,,,,
